"";"judet";"localitate";"nemultumiti_per";"nemultumiti_nr";"tur1_amaritei";"tur1_branza";"tur1_diaconescu";"tur1_funar";"tur1_kelemen";"tur1_macovei";"tur1_melescanu";"tur1_ponta";"tur1_rotaru";"tur1_szilagy";"tur1_tariceanu";"tur1_udrea";"tur1_vadim"
"60";"bucuresti";"sector4";0,65483307450669;20826,9659346853;0,459361740566911;0,248838996446921;0,338894073835294;0,660935165711599;1;1;0,554892731860897;-6,37103616075328e-18;0,13506335934431;1;0,374117334467566;1;0,562426028543651
"61";"valcea";"ramnicu valcea";0,652603874628949;6149,48631062858;2,52656889388895e-17;1;0,262374992111343;1;0,382918902275048;0,708872307067043;0,305128053904659;-2,58870283726801e-18;0,865469178903895;1;0,53131644967957;0,750891730564983;0,787605945017311
"62";"bucuresti";"sector5";0,651546123402949;18431,588284946;1,36716028678027e-16;0,819250787778614;0,339533352257498;-3,59007185016497e-18;0,540070890171687;1;0,225768627247511;-7,31565139642164e-19;2,75226313819653e-17;-2,5886107782019e-15;0,438287549101416;1;0,451094264648118
"63";"bacau";"onesti";0,650530929246255;1859,86792671504;1;0,619212409786608;0,685833196249945;4,61895070327557e-17;0,484973502913431;1;0,135728371452146;0,0250317950311095;1;0,187744706596718;0,166494070462359;0,791062703075775;0,659254883612047
"64";"brasov";"zarnesti";0,649961078019248;1466,31219201142;0,999999999999995;1;1;2,14980806014151e-16;1;1;2,9614173478358e-16;0,0950164302095759;-3,80827636732406e-16;1;0;0,627836681650567;0,953868945249537
"65";"hunedoara";"calan";0,645282960117263;573,656551544247;0,999999999999986;1;1;8,62131442498794e-17;0,871966597972159;-6,95556464970745e-17;1;0;1;1;1;1;0,452002611430518
"66";"valcea";"dragasani";0,642269421998079;1141,95503231258;0,999999999999999;1,28922760117461e-15;0;1;1,74706186626772e-16;0,160865614526596;0,858837376566197;0,0330045289165718;-2,67161276730086e-16;3,73642645075959e-15;0,927428649782701;1;3,74938772238892e-17
"67";"galati";"galati";0,640315326728064;14342,4230033819;1;0,23272481985497;0,772320832308984;0,700117321716162;0,714712464099842;0,873722664585692;0,440324691916554;0;0,462551743347542;1;0,57506591020619;0,711311948546541;0,668182316921955
"68";"salaj";"zalau";0,639395071707885;4086,3739032851;1;1;1;0,00291304539766098;0,984270355420558;1;1;0,141738790227633;0,285189978229403;3,52441915715869e-17;6,00273022897491e-18;1;1
"69";"ialomita";"slobozia";0,637090589431646;2275,68758544984;-4,70219340759091e-16;1;0,101307172223081;1;-2,76340994431672e-16;1;0,519281406200492;0,00614612822211596;1;1;1,43378246353229e-17;1;0,962906196389316
"70";"hunedoara";"petrosani";0,618880662561084;1759,47772366116;1;0,75593254064529;0,124047501422052;4,11440465272079e-17;0,259487751908531;0,885745688407698;4,07976322210258e-16;0;0,551027864161506;0,0227894729480489;0,449858659889866;0,992370081789515;8,84537570866937e-17
"71";"prahova";"ploiesti";0,618523837879744;12379,1360913252;1;1;0,420556101663226;0,101128379222898;1;1;0,987090015355818;0,0456049624575805;7,43101240847918e-17;0,241298405846676;0,351270416313182;0,637558615839362;1
"72";"cluj";"campia turzii";0,617988692549293;1433,73376671436;0,999999999999976;-1,51597786480462e-16;1;1;0,797255026477487;1;0,904845682116238;0,071975687418245;1,11455918077054e-16;1;0,327295961011539;0,976160578713135;1
"73";"bucuresti";"sector2";0,608914095312731;21731,5351476161;-3,34745832245586e-17;0,49795111803269;0,593130007476135;0,447323285674636;1,73801654405355e-16;1;0,394023874515341;0,0211819066810235;0,640206183448508;1,19638314806678e-16;0,405446643750636;0,951615754927672;0,476962798793472
"74";"alba";"cugir";0,608166878503779;906,168648970631;1;1;1;0,242567922184639;9,83005935988274e-18;1;1;0,0755768091929306;0,797311325772567;1;0;0,323069810360307;1
"75";"buzau";"nehoiu";0,601439604836297;477,54304624002;1,86119362153679e-16;-6,85527492074578e-16;0;1;-1,83841303575173e-15;-8,41966556544626e-17;1;0,0965077264020973;1;0,844905004153716;0,840137656122414;0,850190193643268;0,154213396386562
"76";"arges";"pitesti";0,59613269525376;8959,87440966401;1;0,926751011369738;0,300339247359972;0,981732729674722;1;1;0,676103247421339;0;1;2,95169703931632e-16;0,161417544362734;1;0,669319287033126
